Id,GameURL,Critic,Score,ReviewDate
101179,http://www.metacritic.com/game/playstation-2/fantavision,"CNET Gamecenter",40,NULL
101200,http://www.metacritic.com/game/wii/fun!-fun!-minigolf,"Nintendo Gamer",20,NULL
101214,http://www.metacritic.com/game/psp/need-for-speed-prostreet,Eurogamer,30,NULL
101225,http://www.metacritic.com/game/game-boy-advance/sonic-pinball-party,"All Game Guide",40,NULL
101246,http://www.metacritic.com/game/xbox-360/conflict-denied-ops,GamingExcellence,35,NULL
101264,http://www.metacritic.com/game/xbox/nhl-2002,TeamXbox,70,NULL
101265,http://www.metacritic.com/game/ios/atlantis---legend-of-the-mermaids,AppSpy,60,2011-06-08
101300,http://www.metacritic.com/game/playstation-vita/muramasa-rebirth,"Slant Magazine",60,2013-07-02
101355,http://www.metacritic.com/game/3ds/pilotwings-resort,"Game Revolution",50,2011-03-28
101385,http://www.metacritic.com/game/playstation-4/tembo-the-badass-elephant,TheSixthAxis,50,2015-07-20
101396,http://www.metacritic.com/game/wii/furry-legends,"Metro GameCentral",30,NULL
101401,http://www.metacritic.com/game/ios/atlantis-invaders,TouchArcade,70,2011-01-30
101414,http://www.metacritic.com/game/psp/need-for-speed-undercover,"Pocket Gamer UK",40,NULL
101424,http://www.metacritic.com/game/pc/altitude,"PC PowerPlay",70,NULL
101426,http://www.metacritic.com/game/gamecube/tom-clancys-ghost-recon,"Cheat Code Central",40,NULL
101427,http://www.metacritic.com/game/xbox-360/constant-c,"Hardcore Gamer",50,2014-03-18
101449,http://www.metacritic.com/game/playstation-2/fatal-frame,XenGamers,42,NULL
101486,http://www.metacritic.com/game/ds/death-jr-and-the-science-fair-of-doom,1UP,15,NULL
101541,http://www.metacritic.com/game/playstation-3/dantes-inferno,GameCritics,55,NULL
101547,http://www.metacritic.com/game/game-boy-advance/sonic-the-hedgehog-genesis,Modojo,20,NULL
101559,http://www.metacritic.com/game/xbox/nhl-2003,"Play Magazine",60,NULL
101560,http://www.metacritic.com/game/ios/atlantis-pearls-of-the-deep,148Apps,80,2013-03-08
101565,http://www.metacritic.com/game/3ds/pinball-hall-of-fame-the-williams-collection,XGN,55,2012-05-21
101566,http://www.metacritic.com/game/playstation-vita/muramasa-rebirth-a-spirited-seven-nights-haunting,"Hardcore Gamer",80,2014-07-21
101575,http://www.metacritic.com/game/playstation-4/tennis-in-the-face,"Digitally Downloaded",40,2014-12-10
101587,http://www.metacritic.com/game/pc/alum,"Adventure Gamers",60,2015-07-20
101594,http://www.metacritic.com/game/wii/furu-furu-park,"Game Revolution",25,NULL
101606,http://www.metacritic.com/game/ds/deca-sports-ds,Gamekult,30,NULL
101614,http://www.metacritic.com/game/gamecube/tom-clancys-ghost-recon-2,"My Gamer",30,NULL
101631,http://www.metacritic.com/game/xbox-360/contra,Eurogamer,50,NULL
101667,http://www.metacritic.com/game/psp/need-for-speed-underground-rivals,"G4 TV",40,NULL
101671,http://www.metacritic.com/game/ios/atmospug-the-cloud-jumping-dog,"Pocket Gamer UK",30,2015-02-17
101672,http://www.metacritic.com/game/3ds/pix3d,"Pocket Gamer UK",50,2012-12-05
101700,http://www.metacritic.com/game/game-boy-advance/space-channel-5-ulalas-cosmic-attack,TotalGames.net,30,NULL
101722,http://www.metacritic.com/game/xbox/nhl-2004,"Electronic Gaming Monthly",73,NULL
101740,http://www.metacritic.com/game/playstation-3/dantes-inferno-trials-of-st-lucia,GameSpot,55,NULL
101753,http://www.metacritic.com/game/playstation-2/fatal-frame-ii-crimson-butterfly,GamePro,60,NULL
101756,http://www.metacritic.com/game/playstation-vita/muramasa-rebirth-fishy-tales-of-the-nekomata,"Hardcore Gamer",80,2014-01-20
101758,http://www.metacritic.com/game/pc/alvin-and-the-chipmunks,IGN,22,NULL
101759,http://www.metacritic.com/game/ds/decathlon-2012,"Nintendo Life",20,2012-07-30
101760,http://www.metacritic.com/game/3ds/plain-video-poker,"Nintendo Life",50,2014-07-01
101761,http://www.metacritic.com/game/ios/atom-run,SpazioGames,65,2014-09-16
101773,http://www.metacritic.com/game/playstation-4/terraria,SpazioGames,80,2014-12-17
101784,http://www.metacritic.com/game/xbox-360/contrast,"X-ONE Magazine UK",60,2014-01-23
101810,http://www.metacritic.com/game/psp/need-for-speed-most-wanted-5-1-0,"Game Revolution",50,NULL
101816,http://www.metacritic.com/game/gamecube/tom-clancys-rainbow-six-3,Gamestyle,50,NULL
101820,http://www.metacritic.com/game/playstation-3/dare-to-fly,"Playstation Official Magazine Australia",20,2013-08-12
101821,http://www.metacritic.com/game/pc/always-remember-me,Multiplayer.it,80,2014-05-09
101833,http://www.metacritic.com/game/game-boy-advance/spider-man-2,NintendoWorldReport,35,NULL
101834,http://www.metacritic.com/game/playstation-vita/muramasa-rebirth-hells-where-the-heart-is,"Hardcore Gamer",80,2014-09-07
101861,http://www.metacritic.com/game/xbox/nhl-2005,"G4 TV",60,NULL
101862,http://www.metacritic.com/game/ios/atom-shooter,Gamezebo,70,2013-07-25
101908,http://www.metacritic.com/game/ds/deep-labyrinth,"Electronic Gaming Monthly",38,NULL
101936,http://www.metacritic.com/game/playstation-2/fatal-frame-iii-the-tormented,VGPub,60,NULL
101939,http://www.metacritic.com/game/3ds/planet-crashers-3dsware,"Official Nintendo Magazine UK",20,2012-08-31
101949,http://www.metacritic.com/game/gamecube/tom-clancys-rainbow-six-lockdown,Kombo,60,NULL
101964,http://www.metacritic.com/game/playstation-4/teslagrad,"Push Square",70,2014-12-09
101972,http://www.metacritic.com/game/psp/need-for-speed-shift,"Playstation Official Magazine UK",60,NULL
101976,http://www.metacritic.com/game/game-boy-advance/spider-man-3,Modojo,40,NULL
102025,http://www.metacritic.com/game/ds/deep-sea-creatures,"Nintendo Life",60,2014-05-21
102046,http://www.metacritic.com/game/pc/always-sometimes-monsters,CD-Action,20,2014-08-25
102122,http://www.metacritic.com/game/wii/g-force,"Game Revolution",50,NULL
102129,http://www.metacritic.com/game/xbox-360/costume-quest,"Official Xbox Magazine UK",50,2010-10-21
102153,http://www.metacritic.com/game/xbox/nhl-2k3,"Cheat Code Central",80,NULL
102167,http://www.metacritic.com/game/playstation-3/dark-sector,"Game Revolution",33,NULL
102181,http://www.metacritic.com/game/playstation-2/fatal-fury-battle-archives-volume-1,PTGamers,50,NULL
102182,http://www.metacritic.com/game/playstation-vita/murasaki-baby,"Push Square",30,2014-09-16
102185,http://www.metacritic.com/game/psp/neogeo-heroes-ultimate-shooting,"My Gamer",50,2011-01-01
102188,http://www.metacritic.com/game/game-boy-advance/spider-man-battle-for-new-york,Nintendojo,37,NULL
102212,http://www.metacritic.com/game/gamecube/tom-clancys-splinter-cell,GamePro,80,NULL
102213,http://www.metacritic.com/game/playstation-4/tetris-ultimate,"Push Square",40,2014-12-21
102223,http://www.metacritic.com/game/wii/gi-joe-the-rise-of-cobra,Cynamite,40,NULL
102235,http://www.metacritic.com/game/playstation-2/fatal-fury-battle-archives-volume-2,"G4 TV",40,NULL
102239,http://www.metacritic.com/game/3ds/pokedex-3d,"Games Master UK",55,2011-07-25
102242,http://www.metacritic.com/game/ds/defendin-depenguin,IGN,56,NULL
102290,http://www.metacritic.com/game/xbox/nhl-2k6,"Worth Playing",65,NULL
102296,http://www.metacritic.com/game/game-boy-advance/spider-man-mysterios-menace,"Electronic Gaming Monthly",60,NULL
102303,http://www.metacritic.com/game/psp/neopets-petpet-adventures-the-wand-of-wishing,"Gaming Age",50,NULL
102307,http://www.metacritic.com/game/wii/gabrielles-ghostly-groove-monster-mix,"Edge Magazine",30,2011-11-02
102312,http://www.metacritic.com/game/playstation-4/that-trivia-game,"Gaming Age",0,2014-04-27
102314,http://www.metacritic.com/game/playstation-2/ferrari-challenge-trofeo-pirelli,3DJuegos,58,NULL
102315,http://www.metacritic.com/game/playstation-vita/mutant-mudds-deluxe,"Gaming Age",33,2014-01-08
102328,http://www.metacritic.com/game/3ds/pokedex-3d-pro,"D+PAD Magazine",40,2012-11-14
102357,http://www.metacritic.com/game/xbox/nhl-2k7,"Game Informer",68,NULL
102359,http://www.metacritic.com/game/xbox-360/costume-quest-grubbins-on-ice,"Gamer Limit",70,2011-04-07
102400,http://www.metacritic.com/game/gamecube/tom-clancys-splinter-cell-chaos-theory,"Inside Gamer Online",62,NULL
102411,http://www.metacritic.com/game/game-boy-advance/spirit-stallion-of-the-cimarron,"All Game Guide",30,NULL
102422,http://www.metacritic.com/game/playstation-3/dark-souls,"Gamereactor Sweden",70,2011-10-03
102424,http://www.metacritic.com/game/ios/atomas,"Pocket Gamer UK",70,2015-03-03
102438,http://www.metacritic.com/game/psp/neverland-card-battles,GamePro,30,NULL
102454,http://www.metacritic.com/game/playstation-2/ferrari-f355-challenge,"Official U.S. Playstation Magazine",40,NULL
102462,http://www.metacritic.com/game/game-boy-advance/spirits-spells,1UP,55,NULL
102479,http://www.metacritic.com/game/ds/dementium-ii,GameZone,40,NULL
102523,http://www.metacritic.com/game/gamecube/tom-clancys-splinter-cell-double-agent,"Nintendo Power",45,NULL
102567,http://www.metacritic.com/game/xbox/nhl-hitz-20-02,"Xbox Nation Magazine",60,NULL
102586,http://www.metacritic.com/game/3ds/pokemon-alpha-sapphire,RPGamer,60,2014-12-10
102592,http://www.metacritic.com/game/ios/atomic-frogs,TouchGen,70,2012-11-20
102618,http://www.metacritic.com/game/xbox-360/counter-strike-global-offensive,Thunderbolt,60,2012-09-03
102620,http://www.metacritic.com/game/playstation-4/the-amazing-spider-man-2,Eurogamer,20,2014-05-07
102621,http://www.metacritic.com/game/game-boy-advance/spongebob-squarepants-battle-for-bikini-bottom,"Nintendo Power",58,NULL
102641,http://www.metacritic.com/game/ios/atomic-fusion-particle-collider,Apple'N'Apps,40,2014-01-27
102651,http://www.metacritic.com/game/playstation-2/fifa-07-soccer,"PSM Magazine",70,NULL
102681,http://www.metacritic.com/game/xbox-360/country-dance-all-stars,"Official Xbox Magazine",65,2012-03-28
102778,http://www.metacritic.com/game/xbox/nhl-hitz-20-03,"Yahoo! Games",60,NULL
102789,http://www.metacritic.com/game/wii/gallop-ride!,IGN,53,NULL
102798,http://www.metacritic.com/game/psp/nfl-street-2-unleashed,"Game Revolution",58,NULL
102808,http://www.metacritic.com/game/gamecube/tom-clancys-splinter-cell-pandora-tomorrow,GameSpot,61,NULL
102833,http://www.metacritic.com/game/3ds/pokemon-art-academy,"Slant Magazine",60,2014-10-28
102851,http://www.metacritic.com/game/playstation-3/dark-souls-ii,JeuxActu,70,2014-03-11
102859,http://www.metacritic.com/game/ds/dementium-the-ward,"Eurogamer Spain",30,NULL
102861,http://www.metacritic.com/game/game-boy-advance/spongebob-squarepants-creature-from-the-krusty-krab,"Digital Entertainment News",65,NULL
102862,http://www.metacritic.com/game/ios/atomic-pinball-collection,"Pocket Gamer UK",80,2015-01-17
102877,http://www.metacritic.com/game/playstation-4/the-binding-of-isaac-rebirth,"Push Square",80,2014-11-12
102895,http://www.metacritic.com/game/playstation-2/fifa-2001,"Sports Gaming Network",35,NULL
102908,http://www.metacritic.com/game/psp/nfl-street-3,Gamestyle,50,NULL
102911,http://www.metacritic.com/game/ds/desktop-tower-defense,IGN,40,NULL
102917,http://www.metacritic.com/game/game-boy-advance/spongebob-squarepants-lights-camera-pants!,GameZone,67,NULL
102921,http://www.metacritic.com/game/ios/atomic+,148Apps,90,2014-01-10
102943,http://www.metacritic.com/game/gamecube/tomb-raider-legend,NTSC-uk,70,NULL
102950,http://www.metacritic.com/game/xbox/nhl-hitz-pro,games(TM),40,NULL
102951,http://www.metacritic.com/game/wii/game-party,Eurogamer,10,NULL
102952,http://www.metacritic.com/game/3ds/pokemon-bank,USgamer,60,2014-02-14
102962,http://www.metacritic.com/game/playstation-3/dark-souls-ii-crown-of-the-ivory-king,"Eurogamer Italy",80,2014-10-03
102968,http://www.metacritic.com/game/playstation-4/the-book-of-unwritten-tales-2,ActionTrip,40,2015-09-30
102974,http://www.metacritic.com/game/playstation-vita/natural-doctrine,GameCritics,40,2014-10-04
103055,http://www.metacritic.com/game/ds/despicable-me-minion-mayhem,"Cheat Code Central",30,NULL
103056,http://www.metacritic.com/game/pc/amazing-princess-sarah,"Hardcore Gamer",60,2014-08-29
103059,http://www.metacritic.com/game/xbox-360/crackdown,GameCritics,55,NULL
103060,http://www.metacritic.com/game/ios/attack-kumquat,148Apps,70,2011-06-08
103075,http://www.metacritic.com/game/psp/nhl-07,"Official Playstation 2 Magazine UK",70,NULL
103092,http://www.metacritic.com/game/game-boy-advance/spongebob-squarepants-revenge-of-the-flying-dutchman,"G4 TV",60,NULL
103107,http://www.metacritic.com/game/wii/game-party-2,AceGamez,20,NULL
103110,http://www.metacritic.com/game/playstation-2/fifa-soccer-06,"Computer and Video Games",50,NULL
103189,http://www.metacritic.com/game/gamecube/tony-hawks-american-wasteland,"Computer Games Magazine",40,NULL
103194,http://www.metacritic.com/game/xbox/nhl-rivals-2004,GameNow,16,NULL
103198,http://www.metacritic.com/game/3ds/pokemon-battle-trozei,"Digitally Downloaded",40,2014-03-17
103201,http://www.metacritic.com/game/ds/devil-band-rock-the-underworld,"Nintendo Gamer",26,2012-07-21
103202,http://www.metacritic.com/game/ios/attack-of-the-kraken,148Apps,60,2011-06-08
103213,http://www.metacritic.com/game/playstation-3/dark-souls-ii-crown-of-the-old-iron-king,"Digital Spy",80,2014-08-26
103214,http://www.metacritic.com/game/psp/nhra-countdown-to-the-championship-2007,IGN,70,NULL
103218,http://www.metacritic.com/game/wii/game-party-3,IGN,25,NULL
103219,http://www.metacritic.com/game/game-boy-advance/spongebobs-atlantis-squarepantis,GameZone,69,NULL
103220,http://www.metacritic.com/game/playstation-4/the-bridge,COGconnected,70,2015-08-26
103221,http://www.metacritic.com/game/ds/di-gata-defenders,IGN,30,NULL
103245,http://www.metacritic.com/game/playstation-2/fifa-soccer-08,Gamestyle,60,NULL
103254,http://www.metacritic.com/game/playstation-vita/need-for-speed-most-wanted---a-criterion-game,Gameblog.fr,60,2012-11-12
103255,http://www.metacritic.com/game/ios/attack-of-the-mutant-ticks,Thunderbolt,20,2013-02-12
103259,http://www.metacritic.com/game/xbox/nickelodeon-party-blast,IGN,11,NULL
103266,http://www.metacritic.com/game/psp/ninjamurai,"Playstation Official Magazine UK",20,2011-08-14
103282,http://www.metacritic.com/game/game-boy-advance/sports-illustrated-for-kids-baseball,"All Game Guide",20,NULL
103295,http://www.metacritic.com/game/3ds/pokemon-dream-radar,"Games Master UK",30,2012-11-25
103315,http://www.metacritic.com/game/gamecube/tony-hawks-pro-skater-3,Gamestyle,60,NULL
103344,http://www.metacritic.com/game/playstation-4/the-castle-game,GamingTrend,45,2015-09-04
103377,http://www.metacritic.com/game/ds/diamond-trust-of-london,"Edge Magazine",60,2011-12-08
103410,http://www.metacritic.com/game/playstation-vita/nekoburo-cats-block,Destructoid,40,2015-07-12
103415,http://www.metacritic.com/game/xbox-360/crackdown-2,"LEVEL (Czech Republic)",40,NULL
103417,http://www.metacritic.com/game/ios/attack-of-the-spooklings,TouchArcade,60,2013-07-04
103430,http://www.metacritic.com/game/pc/amazons-aliens,"Happy Puppy",40,NULL
103450,http://www.metacritic.com/game/playstation-3/dark-souls-ii-crown-of-the-sunken-king,"Eurogamer Spain",70,2014-07-29
103451,http://www.metacritic.com/game/psp/no-gravity-the-plague-of-mind,"Gaming Age",42,NULL
103471,http://www.metacritic.com/game/playstation-2/fifa-soccer-09,GameZone,63,NULL
103472,http://www.metacritic.com/game/game-boy-advance/spy-hunter,GameNow,42,NULL
103499,http://www.metacritic.com/game/xbox/nightcaster,GameCritics,35,NULL
103500,http://www.metacritic.com/game/ds/diary-girl,IGN,45,NULL
103519,http://www.metacritic.com/game/gamecube/tony-hawks-pro-skater-4,"Maxim Online",80,NULL
103523,http://www.metacritic.com/game/ios/attack-the-light---steven-universe-light-rpg,"Pocket Gamer UK",80,2015-04-09
103533,http://www.metacritic.com/game/psp/no-heroes-allowed!,"Playstation Official Magazine UK",50,2010-12-25
103602,http://www.metacritic.com/game/xbox-360/crash-of-the-titans,"Official Xbox Magazine UK",50,NULL
103604,http://www.metacritic.com/game/3ds/pokemon-mystery-dungeon-gates-to-infinity,"Metro GameCentral",30,2013-05-12
103605,http://www.metacritic.com/game/playstation-2/fifa-soccer-10,IGN,64,NULL
103609,http://www.metacritic.com/game/game-boy-advance/spy-kids-3-d-game-over,"Nintendo Power",50,NULL
103649,http://www.metacritic.com/game/ios/attraxxion,AppSpy,80,2011-06-08
103656,http://www.metacritic.com/game/xbox/nightcaster-ii-equinox,GameSpot,19,NULL
103683,http://www.metacritic.com/game/playstation-4/the-crew,"Slant Magazine",40,2014-12-05
103702,http://www.metacritic.com/game/gamecube/tony-hawks-underground,games(TM),80,NULL
103703,http://www.metacritic.com/game/wii/gene-labs,"Nintendo Life",40,2011-01-16
103724,http://www.metacritic.com/game/xbox-360/crash-time-5---undercover,"Console Monster",10,2012-11-27
103745,http://www.metacritic.com/game/playstation-vita/new-little-kings-story,RPGamer,50,2012-10-12
103746,http://www.metacritic.com/game/ios/audi-a1-beat-driver,AppSpy,60,2011-06-08
103801,http://www.metacritic.com/game/ds/diddy-kong-racing-ds,"Sydney Morning Herald",40,NULL
103820,http://www.metacritic.com/game/game-boy-advance/spyro-2-season-of-flame,"Yahoo! Games",50,NULL
103821,http://www.metacritic.com/game/pc/ame-no-marginal--rain-marginal-,"Hardcore Gamer",70,2015-07-13
103866,http://www.metacritic.com/game/3ds/pokemon-omega-ruby,"Kill Screen",65,2014-11-26
103870,http://www.metacritic.com/game/ios/audio-defence-zombie-arena,Gamezebo,60,2014-11-25
103907,http://www.metacritic.com/game/gamecube/tony-hawks-underground-2,Xequted,50,NULL
103930,http://www.metacritic.com/game/xbox-360/crash-time-autobahn-pursuit,IGN,35,NULL
104025,http://www.metacritic.com/game/ds/dig-dug-digging-strike,"Sydney Morning Herald",50,NULL
104068,http://www.metacritic.com/game/xbox/ninja-gaiden,"Gaming Age",42,NULL
104070,http://www.metacritic.com/game/playstation-3/dark-void,"The A.V. Club",25,NULL
104071,http://www.metacritic.com/game/ios/audio-ninja,TouchArcade,70,2013-09-13
104096,http://www.metacritic.com/game/psp/obscure-the-aftermath,GamerNode,50,NULL
104098,http://www.metacritic.com/game/playstation-vita/nidhogg,"The Vita Lounge",70,2014-11-06
104123,http://www.metacritic.com/game/game-boy-advance/spyro-orange-the-cortex-conspiracy,eToychest,35,NULL
104128,http://www.metacritic.com/game/gamecube/top-angler,TotalGames.net,49,NULL
104146,http://www.metacritic.com/game/ds/digger-dan-kaboom,Eurogamer,70,2011-02-11
104177,http://www.metacritic.com/game/ios/audital,"Pocket Gamer UK",60,2015-01-28
104184,http://www.metacritic.com/game/playstation-3/dark-void-survivor-missions,GameSpot,70,NULL
104205,http://www.metacritic.com/game/wii/geometry-wars-galaxies,"The Wiire",58,NULL
104211,http://www.metacritic.com/game/pc/america,"Adrenaline Vault",40,NULL
104242,http://www.metacritic.com/game/xbox-360/crash-mind-over-mutant,"MS Xbox World",30,NULL
104271,http://www.metacritic.com/game/playstation-4/the-elder-scrolls-online-tamriel-unlimited,"Playstation Official Magazine UK",50,2015-07-17
104352,http://www.metacritic.com/game/game-boy-advance/spyro-attack-of-the-rhynocs,"GamingWorld X",40,NULL
104358,http://www.metacritic.com/game/3ds/pokemon-rumble-blast,"Metro GameCentral",20,2011-12-19
104367,http://www.metacritic.com/game/xbox/ninja-gaiden-black,NTSC-uk,70,NULL
104369,http://www.metacritic.com/game/playstation-2/fifa-soccer-2002,"Sports Gaming Network",50,NULL
104373,http://www.metacritic.com/game/ios/auditorium,Gamezebo,60,2011-06-08
104378,http://www.metacritic.com/game/psp/omg-z,"Pocket Gamer UK",80,2011-08-12
104388,http://www.metacritic.com/game/gamecube/top-gun-combat-zones,netjak,40,NULL
104389,http://www.metacritic.com/game/playstation-4/the-elder-scrolls-online-tamriel-unlimited---the-imperial-city,COGconnected,85,2015-09-29
104406,http://www.metacritic.com/game/xbox-360/crazy-machines-elements,GamePro,40,2011-08-29
104416,http://www.metacritic.com/game/pc/americas-army,GamerFeed,60,NULL
104422,http://www.metacritic.com/game/ds/digimon-world-championship,"Video Game Talk",40,NULL
104423,http://www.metacritic.com/game/ios/aurifi,"Pocket Gamer UK",70,2011-06-08
104451,http://www.metacritic.com/game/wii/george-of-the-jungle-and-the-search-for-the-secret,Eurogamer,10,NULL
104462,http://www.metacritic.com/game/psp/one-epic-game,"PSM3 Magazine UK",50,2011-09-01
104478,http://www.metacritic.com/game/gamecube/transworld-surf-next-wave,"Game Informer",55,NULL
104485,http://www.metacritic.com/game/playstation-vita/nihilumbra,Destructoid,60,2015-01-30
104518,http://www.metacritic.com/game/game-boy-advance/spyro-season-of-ice,"GamerWeb Nintendo",40,NULL
104565,http://www.metacritic.com/game/playstation-2/fifa-soccer-2003,GameCritics,65,NULL
104567,http://www.metacritic.com/game/3ds/pokemon-rumble-world,"Metro GameCentral",20,2015-04-10
104568,http://www.metacritic.com/game/playstation-3/darksiders,"Absolute Games",56,NULL
104589,http://www.metacritic.com/game/playstation-4/the-escapists,"Gaming Age",42,2015-06-29
104597,http://www.metacritic.com/game/ds/digimon-world-ds,GamesRadar+,60,NULL
104602,http://www.metacritic.com/game/gamecube/trigger-man,IGN,20,NULL
104605,http://www.metacritic.com/game/ios/auro-a-monster-bumping-adventure,Multiplayer.it,77,2015-03-02
104639,http://www.metacritic.com/game/xbox/obscure,Kombo,50,NULL
104647,http://www.metacritic.com/game/game-boy-advance/ssx-3,GameSpy,30,NULL
104656,http://www.metacritic.com/game/pc/americas-army-3,"PC PowerPlay",50,NULL
104657,http://www.metacritic.com/game/xbox-360/crazy-mouse,"Xbox World 360 Magazine UK",20,NULL
104659,http://www.metacritic.com/game/wii/get-up-and-dance,"Nintendo Gamer",51,2012-01-14
104692,http://www.metacritic.com/game/playstation-4/the-escapists---alcatraz,COGconnected,80,2015-06-10
104717,http://www.metacritic.com/game/ios/aurora-feint-3,"Slide to Play",50,2011-06-08
104727,http://www.metacritic.com/game/psp/online-chess-kingdoms,"Playstation Official Magazine UK",20,NULL
104732,http://www.metacritic.com/game/playstation-vita/ninja-gaiden-sigma-2-plus,Thunderbolt,30,2013-03-20
104738,http://www.metacritic.com/game/playstation-2/fifa-soccer-2004,games(TM),60,NULL
104757,http://www.metacritic.com/game/game-boy-advance/ssx-tricky,"All Game Guide",40,NULL
104761,http://www.metacritic.com/game/ds/digimon-world-dawn,GameSpot,60,NULL
104771,http://www.metacritic.com/game/3ds/pokemon-shuffle,Destructoid,35,2015-02-19
104822,http://www.metacritic.com/game/gamecube/true-crime-new-york-city,"Game Revolution",25,NULL
104852,http://www.metacritic.com/game/xbox-360/crazy-taxi,1UP,25,2010-11-29
104854,http://www.metacritic.com/game/xbox/oddworld-munchs-oddysee,"Yahoo! Games",60,NULL
104855,http://www.metacritic.com/game/ios/authentic-in-all-caps,"Hyper Magazine",70,2013-12-29
104858,http://www.metacritic.com/game/psp/open-season,GamesRadar+,50,NULL
104905,http://www.metacritic.com/game/wii/ghost-mania,"Games Master UK",40,2011-02-14
104906,http://www.metacritic.com/game/playstation-3/darksiders-ii,TheSixthAxis,70,2012-08-14
104946,http://www.metacritic.com/game/game-boy-advance/star-wars-episode-ii-attack-of-the-clones,"Game Informer",10,NULL
104961,http://www.metacritic.com/game/ds/digimon-world-dusk,GameSpot,60,NULL
104969,http://www.metacritic.com/game/playstation-2/fifa-soccer-2005,games(TM),50,NULL
104986,http://www.metacritic.com/game/pc/americas-army-special-forces,GamerFeed,70,NULL
104995,http://www.metacritic.com/game/ios/autorobot-td---defend-and-defeat,TouchGen,40,2011-06-08
105011,http://www.metacritic.com/game/playstation-vita/ninja-gaiden-sigma-plus,"Cheat Code Central",44,2012-02-23
105041,http://www.metacritic.com/game/wii/ghost-mansion-party,"Nintendo Life",40,NULL
105097,http://www.metacritic.com/game/gamecube/true-crime-streets-of-la,games(TM),40,NULL
105110,http://www.metacritic.com/game/playstation-3/darksiders-ii-abyssal-forge,"Official PlayStation Magazine Benelux",65,2012-12-04
105111,http://www.metacritic.com/game/xbox-360/create,GamesRadar+,40,2010-12-17
105136,http://www.metacritic.com/game/ds/diner-dash-flo-on-the-go,"My Gamer",44,NULL
105149,http://www.metacritic.com/game/playstation-4/the-evil-within,"Digital Trends",40,2014-11-25
105196,http://www.metacritic.com/game/xbox/oddworld-strangers-wrath,Gamer.tv,60,NULL
105217,http://www.metacritic.com/game/game-boy-advance/star-wars-episode-iii-revenge-of-the-sith,"G4 TV",40,NULL
105268,http://www.metacritic.com/game/ios/autumn-dynasty,"Absolute Games",65,2012-08-30
105273,http://www.metacritic.com/game/psp/outrun-2006-coast-2-coast,"Official U.S. Playstation Magazine",60,NULL
105287,http://www.metacritic.com/game/playstation-2/fifa-street,"Computer and Video Games",30,NULL
105342,http://www.metacritic.com/game/gamecube/tube-slider,"G4 TV",40,NULL
105391,http://www.metacritic.com/game/3ds/pokemon-x,DarkStation,60,2013-10-25
105405,http://www.metacritic.com/game/xbox/open-season,"Games Radar",50,NULL
105432,http://www.metacritic.com/game/playstation-4/the-evil-within-the-assignment,Twinfinite,60,2015-03-16
105436,http://www.metacritic.com/game/wii/ghost-squad,"Maxi Consolas (Portugal)",45,NULL
105438,http://www.metacritic.com/game/playstation-vita/no-heroes-allowed-no-puzzles-either!,"Push Square",80,2014-05-06
105454,http://www.metacritic.com/game/psp/over-the-hedge-hammy-goes-nuts,TotalPlayStation,35,NULL
105472,http://www.metacritic.com/game/game-boy-advance/star-wars-trilogy-apprentice-of-the-force,"Electronic Gaming Monthly",30,NULL
105531,http://www.metacritic.com/game/ds/diner-dash-sizzle-serve,"Nintendo Gamer",45,NULL
105534,http://www.metacritic.com/game/xbox-360/crimson-alliance,GameCritics,40,2011-10-05
105543,http://www.metacritic.com/game/ios/autumn-dynasty-warlords,Gamezebo,60,2014-02-27
105544,http://www.metacritic.com/game/pc/american-chopper,GameSpot,52,NULL
105553,http://www.metacritic.com/game/psp/ozma-wars,ZTGD,60,2011-07-28
105572,http://www.metacritic.com/game/playstation-2/fifa-street-2,"Play UK",38,NULL
105614,http://www.metacritic.com/game/gamecube/turok-evolution,Nintendojo,32,NULL
105622,http://www.metacritic.com/game/playstation-4/the-evil-within-the-consequence,Twinfinite,40,2015-04-27
105644,http://www.metacritic.com/game/wii/ghostbusters-the-video-game,Destructoid,58,NULL
105655,http://www.metacritic.com/game/xbox/operation-flashpoint-elite,"Game Revolution",25,NULL
105658,http://www.metacritic.com/game/ios/avas-quest-hd,"Arcade Sushi",70,2014-02-26
105671,http://www.metacritic.com/game/game-boy-advance/star-wars-flight-of-the-falcon,"Pocket Games",20,NULL
105688,http://www.metacritic.com/game/ds/dino-master,Modojo,20,NULL
105746,http://www.metacritic.com/game/3ds/pokemon-y,DarkStation,60,2013-10-25
105766,http://www.metacritic.com/game/playstation-vita/nova-111,"Pocket Gamer UK",60,2015-09-01
105786,http://www.metacritic.com/game/playstation-3/darkstalkers-resurrection,GameOver.gr,70,2013-03-12
105811,http://www.metacritic.com/game/playstation-2/fifa-world-cup-germany-2006,"Play UK",45,NULL
105812,http://www.metacritic.com/game/ios/avabel-online,148Apps,70,2013-12-30
105824,http://www.metacritic.com/game/game-boy-advance/star-wars-jedi-power-battles,"Pocket Games",20,NULL
105829,http://www.metacritic.com/game/playstation-4/the-evil-within-the-executioner,Twinfinite,40,2015-06-02
105845,http://www.metacritic.com/game/gamecube/ty-the-tasmanian-tiger,TotalGames.net,48,NULL
105882,http://www.metacritic.com/game/xbox/otogi-2-immortal-warriors,"Game Revolution",58,NULL
105922,http://www.metacritic.com/game/xbox-360/crysis,Gamekult,70,2011-10-06
